,Actor,Average Actor Rating,ActorReviewCount,MovieCount
10364,Mark_Strong,3.705082637284521,28135.0,38
4792,Jodi_Benson,3.704988974641676,18140.0,11
152,Ed_Harris,3.7041476789022987,79876.0,50
3167,Corey_Burton,3.7034910106475825,28645.0,26
10254,Jesper_Christensen,3.7026477498644494,11066.0,16
66,Amy_Brenneman,3.702636597297073,12061.0,14
1360,Ethan_Hawke,3.7023116933153535,25955.0,35
8130,Bill_Clinton,3.701931922723091,6522.0,27
4857,Sid_Haig,3.701614551399959,4893.0,11
4855,LisaGay_Hamilton,3.701614551399959,4893.0,14
4673,Craig_T._Nelson,3.7012554321583777,20710.0,11
1661,Scarlett_Johansson,3.7012192776645256,51998.0,36
4380,Natascha_McElhone,3.700629211256441,20184.0,16
7071,Andy_Lau,3.700097688049495,3071.0,25
10562,Paul_Schneider,3.699840127897682,1251.0,12
10030,Emily_Blunt,3.6992105949895615,15328.0,22
8799,Charlotte_Gainsbourg,3.698726280218352,3847.0,21
8010,Frank_Grillo,3.6986869591166815,16755.0,15
3109,Jason_Priestley,3.6981148542503055,5729.0,16
3178,Xander_Berkeley,3.6970651004462316,56697.0,31
9433,Craig_Ferguson,3.697005548302872,12256.0,16
5823,Dylan_Moran,3.696916660460267,13427.0,12
4638,Kate_Burton,3.696366405570061,4596.0,15
4107,Geoffrey_Rush,3.6960796812749006,62750.0,28
2024,Gary_Lewis,3.6960615619921615,10461.0,19
6758,Frances_Sternhagen,3.6955081001472756,5432.0,11
4314,Mark_Margolis,3.692985124570316,32873.0,24
4981,Rebecca_Pidgeon,3.692731048805815,4815.0,11
60,Al_Pacino,3.6922828469258278,43345.0,30
223,Bob_Gunton,3.692248248872756,70526.0,28
1094,Graham_Greene,3.6911704953899047,31995.0,17
9192,Anthony_Mackie,3.691044471644227,14706.0,22
10982,Kari_Wahlgren,3.6904181892001624,2463.0,13
11139,Shea_Whigham,3.690395985150557,14546.0,22
8992,Andy_Serkis,3.6903709398423987,20812.0,30
3223,Harve_Presnell,3.6896671869773665,35876.0,14
4298,Fred_Willard,3.6896659661047266,22363.0,24
4305,Tomas_Milian,3.68961919666145,9585.0,12
7066,Ken_Lo,3.689482470784641,1198.0,17
8885,Melora_Walters,3.688486312399356,6210.0,14
5294,Jeanne_Moreau,3.688190314358539,2354.0,12
164,Matthew_Modine,3.6880933400971085,13799.0,24
10549,Irrfan_Khan,3.6877330590201876,15554.0,16
151,Joan_Allen,3.6877204063371756,37998.0,23
12248,Shirley_MacLaine,3.6875,1448.0,17
10987,Joseph_Cross,3.68728845430613,2659.0,12
9480,Jay_Baruchel,3.686431701092975,20769.0,21
465,Joaquin_Phoenix,3.6862236588238244,39909.0,25
8262,Eddie_Marsan,3.6856398001303496,36824.0,29
11180,Chris_Hemsworth,3.6856377277599144,23325.0,12
1988,Djimon_Hounsou,3.685621597434559,53636.0,23
264,Holly_Hunter,3.6856115107913667,42395.0,23
10083,Leslie_Bibb,3.685068025306534,17861.0,19
7952,Nicholas_Hoult,3.6850335680366793,12214.0,11
2791,Lynn_Cohen,3.6848476959125227,3841.0,18
8006,Steve_Harris,3.6847709451093684,12115.0,11
64,Tom_Sizemore,3.6843352339236493,52966.0,30
10881,Chris_Messina,3.6842792479108635,5744.0,24
4764,Chiwetel_Ejiofor,3.6842544699222093,24553.0,21
193,Emma_Thompson,3.6826764867194233,38289.0,28
3774,Giovanni_Ribisi,3.6824934977452615,53443.0,35
6773,Michael_Cera,3.682388792868189,21986.0,17
4142,John_Shrapnel,3.6821398967034367,31366.0,12
2825,Phyllida_Law,3.6819061195397618,9821.0,17
12071,Andrea_Riseborough,3.681002170053265,5069.0,12
8381,Keira_Knightley,3.6809335563326746,46039.0,28
8615,Stephen_Chow,3.6807754442649436,3095.0,11
9703,Gerard_McSorley,3.6803231390652047,1733.0,13
8888,Logan_Lerman,3.679973175208245,14166.0,14
1500,Elias_Koteas,3.6798287195044876,31644.0,37
3402,Rufus_Sewell,3.67976631336994,15662.0,25
5750,Octavia_Spencer,3.679634541703507,20358.0,20
3863,Bruce_Altman,3.6793097407147863,5708.0,18
1389,Matthew_McConaughey,3.6791755943271096,49005.0,31
7444,Ray_Winstone,3.6784093681385706,20495.0,34
9023,Diane_Kruger,3.6782527239560223,20283.0,23
691,Fairuza_Balk,3.6778275815583714,29672.0,16
6991,Kate_Hudson,3.677606738309614,10329.0,25
5702,Vinnie_Jones,3.6771660221181897,29478.0,36
10892,Amber_Heard,3.6770887055183086,7756.0,18
6118,Lesley_Ann_Warren,3.676470588235294,3247.0,14
1867,Robert_Carlyle,3.676081953826739,26942.0,28
8288,Linda_Bassett,3.6757950530035335,1698.0,14
3251,Shirley_Knight,3.6754865305339854,10431.0,24
9984,Brian_White,3.6754701327433628,3616.0,12
1143,Keanu_Reeves,3.6754554003691964,86133.0,34
3413,Greg_Collins,3.6754344945834307,12831.0,11
11575,Abbie_Cornish,3.6753565768621237,6310.0,13
1622,Michael_Culkin,3.6743757094211125,3524.0,11
1660,Ruby_Dee,3.674141876430206,4370.0,14
1619,Christopher_Fulford,3.6730558598028478,1826.0,11
1093,Samuel_L._Jackson,3.6729805499061765,177994.0,83
10239,Ben_Whishaw,3.672669067627051,7497.0,16
1183,Chloë_Sevigny,3.6726414370154297,13027.0,23
986,Kathleen_Quinlan,3.6715863817457444,27610.0,18
9319,Jessica_Hecht,3.671359499431172,3516.0,16
11457,Aubrey_Plaza,3.6711378353376505,5405.0,15
9006,Rachel_McAdams,3.6711214181832474,25441.0,18
3108,Michael_Biehn,3.671055900621118,20125.0,21
2035,Patrick_Fischler,3.670223916150548,10495.0,13
3234,Frances_McDormand,3.669826430274136,26848.0,26
1548,Cynthia_Stevenson,3.66906014503057,7033.0,15
785,Lindsay_Duncan,3.6689548272807793,4516.0,13
10498,Emma_Stone,3.6686979231438874,24123.0,14
4504,Jena_Malone,3.6684440867246844,19879.0,23
2570,Rory_Cochrane,3.6684166316673665,9524.0,14
1187,Jason_Lee,3.6676402006736226,42457.0,27
1191,Jason_Mewes,3.6661237785016287,17499.0,14
429,Dan_Hedaya,3.6651964775777315,66318.0,30
678,Matt_Craven,3.6647014960152866,21457.0,22
5331,Michael_Gambon,3.663890278717956,33977.0,45
10747,Daniel_Mays,3.663759144625774,3554.0,15
1047,Denzel_Washington,3.6636160228720596,64358.0,35
6781,Josh_Lucas,3.663504670974114,24299.0,31
1766,Dylan_McDermott,3.6633004360798713,13071.0,24
4879,Ian_Richardson,3.663157894736842,6935.0,13
2229,Seymour_Cassel,3.6626506024096384,15106.0,35
1796,Jeremy_Davies,3.662596161027709,40167.0,21
7653,Warwick_Davis,3.662385233813805,21021.0,12
2150,Anne_Archer,3.6621509209744505,16830.0,17
2218,Andie_MacDowell,3.6611085731688746,32835.0,26
6794,Tom_Guiry,3.6609483960948395,14340.0,13
5810,Bill_Irwin,3.6607064295141725,15911.0,14
6607,Mark_Webber,3.660032715376227,5502.0,25
19,Bonnie_Hunt,3.6597743209725326,65314.0,21
1006,Jason_Flemyng,3.659655996648678,40581.0,38
2113,Chris_Haywood,3.6595293473799426,7309.0,13
766,Saïd_Taghmaoui,3.6591060263402952,7517.0,14
3851,Adrian_Dunbar,3.658980582524272,4532.0,11
69,Wes_Studi,3.6577941925624047,27482.0,15
8774,Martin_Freeman,3.6575099689853787,24827.0,17
1645,Helen_McCrory,3.657358262967431,24870.0,11
7710,Tilda_Swinton,3.656335916020995,32008.0,36
2688,Fred_Thompson,3.655851358846367,10818.0,15
5508,Fionnula_Flanagan,3.65526341997809,10041.0,17
997,Jessica_Lange,3.6551803885291396,15134.0,25
6281,Craig_Sheffer,3.6545711592836945,2122.0,16
320,Irène_Jacob,3.654496041592816,8463.0,14
690,Steve_Buscemi,3.653260418108819,115568.0,68
10865,Malin_Akerman,3.652951973080453,6538.0,16
8842,Togo_Igawa,3.6524932614555254,7420.0,14
5510,James_Nesbitt,3.652432607463774,12353.0,16
1416,Kevin_Smith,3.651962816034105,16889.0,20
3003,Ben_Mendelsohn,3.6514822220290357,11503.0,20
6261,Richard_Griffiths,3.650678110344578,55227.0,20
3411,Bokeem_Woodbine,3.649396157937551,15981.0,22
10515,Juno_Temple,3.6493879590307268,4003.0,24
4088,Emily_Watson,3.649363490297862,16182.0,24
7337,Anton_Yelchin,3.6493418428400477,12535.0,18
259,Miguel_Sandoval,3.6492213854240214,50988.0,16
3286,Joanna_Lumley,3.648777127109886,14515.0,12
998,John_Hurt,3.6483724873390893,44823.0,45
9132,Barry_Shabaka_Henley,3.6481890730509514,8145.0,16
1663,Ned_Beatty,3.647975194261805,13384.0,23
1560,Jim_Cummings,3.6475237250154158,66491.0,46
4343,Paul_Giamatti,3.646025779873012,47091.0,48
91,Powers_Boothe,3.6458184246934784,20961.0,17
4847,Michelle_Yeoh,3.6455365993634894,19167.0,17
984,Kevin_Bacon,3.6454133153810724,56446.0,38
9925,Will_Arnett,3.644929601550476,17543.0,30
8213,Viola_Davis,3.644809037116729,9295.0,34
8196,Rosamund_Pike,3.6443728273464657,13808.0,20
7713,Ivana_Milicevic,3.64433064050779,13864.0,11
2191,John_Goodman,3.6440981648387445,55254.0,53
65,Diane_Venora,3.643031530829567,19251.0,14
9189,Michelle_Monaghan,3.642118380062305,24075.0,22
9422,Tom_Kenny,3.64206981016534,1633.0,19
249,John_Travolta,3.6417998697864764,75261.0,33
9751,Aidan_Devine,3.641545893719807,2070.0,14
67,Ashley_Judd,3.6415146489773353,21708.0,29
4680,Maya_Rudolph,3.6411434155875884,20465.0,19
1889,Michael_Mantell,3.640241464779723,12507.0,15
5131,Vincent_Gallo,3.639351081530782,1202.0,18
1503,Sarah_Polley,3.638852897987389,11577.0,19
5199,Doug_Jones,3.6377504001552117,20617.0,18
8125,George_Bush,3.63715710723192,9223.0,16
9204,Jesse_Eisenberg,3.6362080574570754,17822.0,24
5317,Gretchen_Mol,3.6354269583627383,7085.0,20
10545,Zach_Galifianakis,3.635197015094126,17689.0,24
7887,Diego_Luna,3.6345109945717176,10869.0,17
11615,Oscar_Isaac,3.634414453635176,4594.0,19
11629,Tom_Hiddleston,3.6342020592020594,15540.0,12
8961,R.D._Reid,3.633964429145152,5229.0,12
9809,Brian_Geraghty,3.6338980150581794,5844.0,16
3738,Adrien_Brody,3.6333974605617545,25990.0,40
8096,Stephen_McHattie,3.633241758241758,18200.0,33
8126,George_W._Bush,3.632829268292683,10250.0,47
10457,Johnny_Simmons,3.631757693373995,7214.0,12
3221,Peter_Stormare,3.6309353328291687,62149.0,55
9627,Romane_Bohringer,3.630343377715487,1427.0,14
9626,Charles_Berling,3.630343377715487,1427.0,19
2359,Joe_Morton,3.63023800543899,50377.0,19
4089,Stellan_Skarsgård,3.62973077395901,56941.0,53
8608,Jeremy_Renner,3.6292788145925163,21326.0,20
9674,Alexis_Dziena,3.6287732819524727,1557.0,12
11831,Samuli_Edelmann,3.628660679422101,2561.0,17
4390,Michael_Cudlitz,3.6280851750282306,12398.0,15
3926,Julian_Wadham,3.6280334728033474,5975.0,12
5038,Larry_Cedar,3.6278130791633574,7554.0,12
709,Zeljko_Ivanek,3.627251966505963,27587.0,15
337,Fiona_Shaw,3.627116202800922,45128.0,22
577,William_H._Macy,3.6266438453858223,70110.0,46
5357,Michael_Lonsdale,3.626577408433364,6498.0,12
194,Gemma_Jones,3.6261783189316574,15276.0,16
7238,Clark_Gregg,3.6256573520313466,38792.0,29
8257,Isiah_Whitlock_Jr.,3.625599360681939,3754.0,12
1403,Colin_Firth,3.624851909231751,32919.0,40
9512,Kelli_Garner,3.624846625766871,4890.0,13
2149,Willem_Dafoe,3.624803463731725,85226.0,59
1669,Claire_Danes,3.624653200292042,20545.0,22
10770,Russell_Brand,3.624635214007782,8224.0,13
10941,Molly_Parker,3.6244541484716155,1374.0,25
3110,Stephen_Lang,3.6242416889104585,16484.0,30
3779,Craig_Bierko,3.62394142554693,11336.0,13
7658,Garrick_Hagon,3.623337363966143,2481.0,11
3861,Alan_Arkin,3.6226814723421756,24315.0,31
10108,Dan_Castellaneta,3.6225522845344345,7507.0,11
2546,John_Lithgow,3.622363684680985,41393.0,31
11358,Sebastian_Stan,3.621587630391359,13517.0,14
10344,Zak_Santiago,3.6210070384407147,1847.0,12
935,Nathan_Lane,3.6192470020767735,29854.0,25
9683,Jonah_Hill,3.618780830073142,47032.0,28
4041,Armin_Mueller-Stahl,3.61864743250397,22668.0,22
6465,Patrick_Bergin,3.6184827586206896,3625.0,15
2061,Brian_Dennehy,3.6180226194819407,16446.0,21
35,Daryl_Hannah,3.6177928454524197,21385.0,27
2819,Imelda_Staunton,3.6177418200042957,13967.0,28
8356,Aaron_Taylor-Johnson,3.6176107790112915,10539.0,12
10356,Mary_Elizabeth_Winstead,3.6174532415931777,10319.0,17
120,Michael_Douglas,3.6170267423639118,38927.0,32
618,Harvey_Keitel,3.6170177256996294,56923.0,49
1965,John_Lynch,3.6167287310226297,6982.0,21
9989,Patrick_Wilson,3.616725373496903,8233.0,25
5667,Jennifer_Aniston,3.616647979735061,24081.0,28
131,Wendie_Malick,3.616629809818664,11305.0,11
9648,Bradley_Cooper,3.6165520092119636,33869.0,22
1361,Julie_Delpy,3.61595639246779,14126.0,19
4478,Matt_Frewer,3.6151602266001523,11827.0,29
8681,Bill_Nighy,3.6140165176937953,38262.0,43
6789,Brian_George,3.6126532500578303,4323.0,12
2321,John_Mahoney,3.61262584584915,30295.0,17
6993,Zooey_Deschanel,3.6124442605617615,21753.0,27
2436,Richard_E._Grant,3.6117754642656164,14216.0,26
1526,Bill_Murray,3.6117220766931695,86657.0,41
8188,Toby_Jones,3.6115155865463495,19504.0,29
10983,Chloë_Grace_Moretz,3.6111624148678287,8663.0,20
4983,Ben_Gazzara,3.611046366436361,12013.0,14
3669,Kevin_Michael_Richardson,3.6108634269579434,6729.0,24
1968,Eric_Roberts,3.610807821308785,28026.0,45
7343,Jesse_James,3.610418830044998,11556.0,11
10355,Jordan_Ladd,3.610002558199028,3909.0,12
2396,Jack_Nicholson,3.6095640662377777,43057.0,18
5811,Sam_Rockwell,3.6095212944735198,41654.0,36
8049,Abigail_Breslin,3.609318996415771,21483.0,20
3385,Brian_Doyle-Murray,3.608747977745334,25343.0,13
1830,Cliff_Curtis,3.6086063795945518,34579.0,25
7192,Michael_Nouri,3.6083547858647322,4273.0,11
3365,Jamie_Foxx,3.6082399911278698,27051.0,29
2668,Ian_Hart,3.608083499888963,22515.0,24
4636,Elijah_Wood,3.6075160225286464,25745.0,31
1036,Laura_Linney,3.606574362944914,43913.0,31
8559,Mackenzie_Crook,3.6064413771220054,31515.0,17
10816,Dan_Fogler,3.6059995522722184,4467.0,14
4505,Geoffrey_Blake,3.60519560984245,11298.0,11
1092,Jeremy_Irons,3.6051574689396126,34610.0,31
8579,Tim_Pigott-Smith,3.6049617222126287,17373.0,11
2995,Bruce_Davison,3.604570846229335,26494.0,39
10703,Mike_Vogel,3.6039014373716634,4870.0,15
7080,Michael_O'Neill,3.603599524591092,17669.0,15
408,Susan_Sarandon,3.6034477009769597,29991.0,54
7818,Marley_Shelton,3.6029693486590038,3132.0,21
279,Julianne_Moore,3.60256894323347,68861.0,54
11899,Alice_Eve,3.602561556791104,5036.0,11
8399,Yutaka_Matsushige,3.602272727272727,1144.0,12
5501,Richard_Kind,3.6017179462292535,10303.0,17
3736,Neal_McDonough,3.601245537163259,24648.0,25
7478,Serge_Houde,3.601153742956802,3727.0,15
10496,Bill_Hader,3.6009791921664625,20425.0,28
1862,Ving_Rhames,3.600260285755778,89517.0,46
292,Sean_Patrick_Flanery,3.600097114317425,7208.0,16
4150,Leonard_Nimoy,3.599991763446174,12141.0,12
11374,Elizabeth_McGovern,3.5999325539568345,4448.0,13
8780,James_D'Arcy,3.5993256788773467,5487.0,15
11209,Rob_Riggle,3.5992892290869327,9145.0,16
735,Bill_Smitrovich,3.598954621050131,16836.0,14
498,Reg_E._Cathey,3.598521162672106,49025.0,18
3360,Kyle_Chandler,3.5982805124747133,17796.0,12
2020,Ken_Stott,3.5972659972146888,13643.0,12
11663,Jennifer_Lawrence,3.5970032494885062,24927.0,13
403,Roscoe_Lee_Browne,3.5967024235200635,12585.0,11
11873,Brie_Larson,3.596454441479222,2623.0,12
11876,Jake_Johnson,3.596454441479222,2623.0,13
11874,DeRay_Davis,3.596454441479222,2623.0,12
2868,Anna_Paquin,3.5964493706556455,53230.0,26
11561,Tyler_Labine,3.5964408725602754,6097.0,11
2474,Diedrich_Bader,3.5960574533507432,23741.0,24
1259,Harold_Perrineau,3.595424953179345,11213.0,22
9135,Guillermo_Díaz,3.5953060165975104,3856.0,17
1794,Nick_Searcy,3.595219182842675,20143.0,21
5327,David_Hewlett,3.5950399467376832,3004.0,14
6324,Paz_de_la_Huerta,3.594535519125683,3660.0,13
11421,Jemaine_Clement,3.594188207467478,5919.0,12
10438,Richard_Nixon,3.59396299902629,1027.0,15
10434,Hillary_Clinton,3.59396299902629,1027.0,12
1629,Stephen_Fry,3.593953402366864,27040.0,25
5394,Evan_Rachel_Wood,3.593251373267068,3823.0,22
6867,Jeffrey_Wright,3.5927059423616425,23526.0,27
4033,Gailard_Sartain,3.5926791277258565,4494.0,15
6382,Patrick_Breen,3.592392223161454,5915.0,12
4407,John_Carroll_Lynch,3.591828125,32000.0,26
2921,Roger_Rees,3.591782620110265,19045.0,17
7229,Tim_Blake_Nelson,3.5911942170977955,16739.0,29
6083,Jennifer_Morrison,3.591079486289483,14405.0,11
1880,John_Turturro,3.591069377556572,49627.0,45
6400,Elisabeth_Moss,3.5909957122439256,2099.0,13
2626,Richard_Riehle,3.590197568389058,26320.0,47
2621,Hal_Holbrook,3.58974025974026,19250.0,19
1497,Bruce_Greenwood,3.5893759050612792,28313.0,36
11137,Laz_Alonso,3.589078053772444,10749.0,12
10032,Tracie_Thoms,3.588951641369573,11332.0,13
4497,Linda_Fiorentino,3.588443396226415,22896.0,14
8189,Jim_Norton,3.5883282314604523,10127.0,16
443,Robert_Downey_Jr.,3.588320161473732,70352.0,46
9873,James_McAvoy,3.5882779358857326,18623.0,25
75,Harrison_Ford,3.587350097403178,55953.0,23
8531,Naomie_Harris,3.587213326565456,21671.0,14
3756,Timothy_Spall,3.587152286657237,42420.0,36
10250,Michael_Smiley,3.5870809484873263,2446.0,11
2723,Laura_Dern,3.586625593988286,36196.0,28
585,Joanna_Gleason,3.586217510259918,14620.0,14
7380,Christopher_Knights,3.585966131682042,31652.0,12
158,J.T._Walsh,3.585570924871169,36870.0,22
3100,Kiefer_Sutherland,3.5851487939435427,24833.0,34
9511,Adam_Scott,3.584994051160024,6724.0,26
11048,Taraji_P._Henson,3.584759481961147,4324.0,17
1387,Whoopi_Goldberg,3.58451598203242,30722.0,44
646,Josh_Brolin,3.584319119669876,25445.0,30
7491,Rainn_Wilson,3.583900999091735,8808.0,13
469,Wayne_Knight,3.583866701930706,56715.0,16
6603,Bill_Sage,3.5837889759125168,6767.0,22
7683,Bernie_Mac,3.5835351700474316,19818.0,23
1459,Jennifer_Jason_Leigh,3.5831207108921346,22732.0,29
1785,Philip_Seymour_Hoffman,3.5830480859777882,66901.0,43
2189,Jon_Polito,3.5822668504298747,15237.0,28
6212,Frederic_Forrest,3.581818181818182,2695.0,13
8020,Gerard_Butler,3.5816257490817707,20692.0,31
3508,Mary_McDonnell,3.581152699569394,36228.0,14
1448,Michael_Jeter,3.5808755295541657,24785.0,17
485,Alfre_Woodard,3.5803995939954056,18719.0,27
4122,Lucas_Black,3.57987349983782,12332.0,14
404,James_Cromwell,3.579684721774723,83799.0,44
995,Chris_Ellis,3.57904691200905,56574.0,15
7902,Karel_Roden,3.579025908051816,15748.0,16
7421,Daniel_Craig,3.578438020094927,32446.0,28
11095,Rashida_Jones,3.5767543859649122,1596.0,11
11100,Rob_Huebel,3.5767543859649122,1596.0,11
4509,Tom_Skerritt,3.576665240336614,14022.0,19
8383,Anupam_Kher,3.5764182895850976,7086.0,24
4120,Dwight_Yoakam,3.575996165959195,14606.0,16
10715,Graham_McTavish,3.5758360596146854,11004.0,12
7856,Marc_Blucas,3.5751113940165498,1571.0,18
1814,Adam_LeFevre,3.573930447835877,3997.0,28
985,Gary_Sinise,3.573862949074634,33068.0,19
647,Brian_Tarantina,3.573742296115809,6977.0,11
325,Nicholas_Farrell,3.5729890764647467,1007.0,17
5499,Hayden_Panettiere,3.572617576506506,13757.0,22
4711,Neil_Patrick_Harris,3.5722564169722366,15272.0,23
4255,Tate_Donovan,3.570668409260642,10712.0,13
5393,Goran_Visnjic,3.5704944313196085,11852.0,12
129,Richard_Dreyfuss,3.570403236330419,22989.0,28
1269,Gena_Rowlands,3.570151645912958,8111.0,16
2161,Brad_Renfro,3.5699462587846216,12095.0,15
11527,Zachary_Levi,3.5699266975308643,5184.0,12
6383,Missi_Pyle,3.569800173761946,28775.0,23
12007,Xun_Zhou,3.568733738074588,2306.0,12
5757,Penélope_Cruz,3.5685137027405482,14997.0,35
11295,Will_Forte,3.5683556405353727,4184.0,15
1122,Michael_Madsen,3.5682935202920025,55342.0,39
11666,Zoë_Kravitz,3.5681894243641232,5976.0,11
9629,Amitabh_Bachchan,3.5680251723104583,3337.0,14
12124,Kristen_Schaal,3.567396313364055,1736.0,12
5644,William_Devane,3.567339585954478,17486.0,11
5359,Féodor_Atkine,3.567222767419038,4076.0,13
256,Jon_Gries,3.566390718651712,33702.0,21
7744,Hugh_Dancy,3.5662855377008653,6472.0,18
3197,Jerry_Orbach,3.5661026579960855,15839.0,12
4334,James_Russo,3.5659009949637634,8141.0,20
4012,Frances_Fisher,3.5656150257795236,24438.0,22
395,Danny_Mann,3.565233284593912,30092.0,15
2890,Ben_Chaplin,3.565215713513931,12957.0,18
5784,Matt_Malloy,3.5639389736477116,10815.0,23
1388,Mary-Louise_Parker,3.5636093966795848,20901.0,30
11804,Beau_Bridges,3.5623809523809524,1050.0,24
4532,Peter_Berg,3.562107803700724,6215.0,12
11497,Joe_Chrest,3.5617696160267114,3594.0,13
5599,Cara_Seymour,3.5617613887118127,20393.0,14
604,Tommy_'Tiny'_Lister,3.56169805576095,22991.0,20
4818,Jude_Law,3.5615484775641026,49920.0,38
8957,Kevin_Zegers,3.5614699331848554,2245.0,18
7134,Michael_Kelly,3.5613436263876483,15674.0,15
10334,Andrew_Tiernan,3.561227206175962,7513.0,12
10330,Vincent_Regan,3.561227206175962,7513.0,12
471,Holland_Taylor,3.5601500742345813,24921.0,20
6631,Alan_Tudyk,3.5597229455265076,48005.0,23
9280,Isabelle_Huppert,3.559322033898305,1593.0,26
9848,Robert_Pattinson,3.559073906874758,15506.0,15
10392,Jason_Segel,3.558542048462635,9822.0,17
5803,Corey_Johnson,3.558249827889543,26146.0,18
7187,Sarah_Paulson,3.5572123519458545,9456.0,16
2139,Jennifer_Tilly,3.557104846586508,29691.0,32
9583,Nikolaj_Coster-Waldau,3.556953463203463,3696.0,16
10339,Kate_Mara,3.556854178044784,9155.0,17
8621,Karen_Mok,3.5564655172413793,1160.0,11
8617,Wei_Zhao,3.5564655172413793,1160.0,11
975,Mark_Wahlberg,3.5563392286383975,46930.0,36
2160,Anthony_Edwards,3.555573716900948,9177.0,13
1887,Paul_Guilfoyle,3.555169380922658,35246.0,25
4525,Abraham_Benrubi,3.5541574562149294,5881.0,13
9007,Tina_Fey,3.5539655172413793,5800.0,11
260,Jacob_Vargas,3.5530331125827814,18875.0,19
368,John_Neville,3.552550613438675,26327.0,15
1463,John_C._Reilly,3.5524147359864022,54126.0,37
3850,Miranda_Richardson,3.5523802226989476,19578.0,29
913,Kelsey_Grammer,3.551841034734536,19174.0,22
3987,Anne_Parillaud,3.5515866282029527,5893.0,11
6905,Hugh_Jackman,3.5513669878814427,54792.0,23
5045,Martin_Donovan,3.550993260021284,5638.0,30
1333,Giancarlo_Giannini,3.550920186898064,20974.0,19
1167,Ewen_Bremner,3.5493293846982232,40858.0,23
2380,Charlton_Heston,3.5491777708454033,22439.0,11
1184,Rosario_Dawson,3.5490175801447776,24175.0,37
1465,Wayne_Robson,3.548894494732156,6739.0,18
9128,Joel_David_Moore,3.5487870619946094,12985.0,17
92,Raymond_J._Barry,3.548419367747099,22491.0,27
2410,Deborah_Kara_Unger,3.548193520303464,16081.0,24
3261,Tim_Guinee,3.54716073147257,21819.0,24
7120,Stephen_Moyer,3.547125353440151,1061.0,13
263,Sigourney_Weaver,3.546525250732227,56335.0,35
5057,Kathy_Najimy,3.54614306384518,22116.0,16
250,Gene_Hackman,3.545879451740552,69748.0,30
673,Alec_Baldwin,3.5457685209596623,37930.0,55
11191,Sam_Worthington,3.545462432760715,11526.0,18
4238,Gérard_Depardieu,3.5453331637843335,7864.0,57
255,James_Gandolfini,3.5452065693015853,35194.0,36
7400,Gregory_Itzin,3.5451857565239746,7779.0,11
2877,Judy_Davis,3.545084012643487,6011.0,19
3862,Jonathan_Pryce,3.5447806611811674,41078.0,31
397,Miriam_Flynn,3.5444720791141116,16887.0,14
2350,Joseph_Mazzello,3.5442783208740654,41736.0,14
902,Patricia_Arquette,3.5441519265048678,21879.0,24
1631,Charles_Durning,3.5439943497676114,21946.0,23
779,John_Cusack,3.5436804321815742,55162.0,49
61,Robert_De_Niro,3.543460722697167,76851.0,58
8727,Peter_Dinklage,3.543313310148593,9489.0,26
8227,Angus_Macfadyen,3.5432145564821833,5276.0,13
2686,John_Malkovich,3.543168679270552,44801.0,47
51,BD_Wong,3.543133942241698,37882.0,15
2929,Jon_Favreau,3.5426175515638505,42811.0,26
4518,David_Warshofsky,3.5424596126194707,11823.0,14
1073,Joaquim_de_Almeida,3.5416298478154147,20370.0,17
6095,Jay_Brazeau,3.541204203909243,10181.0,24
1296,Vincent_D'Onofrio,3.5408223635556872,33805.0,39
5497,Scott_Caan,3.5407991840163198,33334.0,24
6502,Sheryl_Lee,3.539908256880734,1090.0,11
4696,Mickey_Rourke,3.5393608489110986,16209.0,28
1284,Michelle_Williams,3.5393376981765057,18481.0,30
9175,Fred_Armisen,3.539328616093467,6077.0,17
10890,Danny_McBride,3.538692819815305,13969.0,19
7871,Jane_Krakowski,3.538557042350669,7249.0,13
728,Johnny_Depp,3.5385399609106756,94655.0,50
6063,Clive_Russell,3.5381390005743825,8705.0,13
4745,J.K._Simmons,3.538050640473722,56911.0,42
7342,Jordi_Mollà,3.5380235121234387,5444.0,17
12237,Jack_Huston,3.537081339712919,1672.0,13
12236,Louis_C.K.,3.537081339712919,1672.0,15
110,Judi_Dench,3.53678723527258,51893.0,31
2887,James_Fox,3.536724089504728,21362.0,21
447,Jim_Carter,3.536539768864718,2942.0,25
4732,Kevin_McNally,3.5364631972153835,35337.0,20
2568,Milla_Jovovich,3.5361844608477284,26282.0,26
607,Regina_King,3.5360614689709347,20368.0,20
1407,John_Kavanagh,3.535925420645748,2199.0,12
1408,Ruth_McCabe,3.535925420645748,2199.0,13
1189,Ben_Affleck,3.535786456467216,69775.0,37
7654,Catherine_McCormack,3.535565723793677,4808.0,17
10769,Mila_Kunis,3.535212282851582,13873.0,23
9033,Anna_Chancellor,3.5350462487153136,4865.0,11
11614,Jamie_Chung,3.534608114003199,6877.0,14
2018,Christopher_Eccleston,3.5343428345209817,20208.0,19
8632,Josh_Hutcherson,3.5340610698477004,13329.0,21
3174,Robert_Patrick,3.5335512256442487,39775.0,41
2687,Gary_Cole,3.5335235797711158,33991.0,33
11229,Jason_Clarke,3.5329512893982806,6282.0,13
983,Bill_Paxton,3.5320097336881124,87942.0,32
467,Illeana_Douglas,3.531815976714101,12368.0,22
12138,David_Bradley,3.531294964028777,1390.0,16
924,Robert_Redford,3.531263841724494,13546.0,15
9174,Chris_Parnell,3.5309059452658067,6358.0,12
